CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;94973;1642;1616;600865451;45.311000;0;0.000000;600865451;45.311000;2023-04-28
33.050.071/0001-58;2023-12-31;14;135754;AMPLA ENERGIA E SERVICOS S.A.;1052;36;5;479608;0.200000;0;0.000000;479608;0.200000;2023-04-26
33.050.196/0001-88;2023-12-31;5;136539;CIA PAULISTA DE FORCA E LUZ;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-05-23
33.066.408/0001-15;2023-12-31;1;124002;EMPRESA FINANCEIRA;1;1;1;1;0.000000;0;0.000000;1;0.000000;2017-01-01
33.102.476/0001-92;2023-12-31;4;137041;MONTEIRO ARANHA S.A.;256;8;13;563641;4.601000;0;0.000000;563641;4.601000;2023-04-28
33.113.309/0001-47;2023-12-31;12;136868;VALID SOLUÇÕES S.A.;17430;231;201;77797532;95.065000;0;0.000000;77797532;95.065000;2024-04-30
33.130.691/0001-05;2023-12-31;6;135829;WILSON SONS S.A.;962;12;87;191324900;43.484000;0;0.000000;191324900;43.484000;2022-05-16
33.200.049/0001-47;2023-12-31;1;127255;HOTEIS OTHON S.A. - EM RECUPERAÇÃO JUDICIAL;1987;40;10;193004;1.842000;2369881;30.019000;2562885;13.950000;2022-04-29
33.228.024/0001-51;2023-12-31;3;136911;WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.;4336;25;19;810490;4.891000;4690765;23.639000;5501255;15.107000;2023-04-28
33.256.439/0001-39;2023-12-31;7;137601;ULTRAPAR PARTICIPACOES S.A.;34995;829;1522;1087228062;97.474000;0;0.000000;1087228062;97.474000;2023-04-19
33.352.394/0001-04;2023-12-31;5;135886;CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE;666;7;0;2450;0.000000;0;0.000000;2450;0.000000;2020-12-31
33.376.989/0001-91;2023-12-31;13;137703;IRB - BRASIL RESSEGUROS S.A.;253663;1115;356;81838843;99.484000;0;0.000000;81838843;99.484000;2023-04-20
33.386.210/0001-19;2023-12-31;1;127857;SONDOTECNICA ENGENHARIA SOLOS S.A.;812;8;13;20565;2.402000;299542;18.699000;320107;13.024000;2023-04-28
33.412.081/0001-96;2023-12-31;3;135019;REFINARIA DE PETROLEOS MANGUINHOS S.A.;5918;34;0;22520769;33.270000;0;0.000000;22520769;33.270000;2023-08-31
33.453.598/0001-23;2023-03-31;17;130598;RAÍZEN S.A.;120450;655;364;0;0.000000;1193671389;87.839000;1193671389;87.839000;2023-07-26
33.467.572/0001-34;2023-12-31;2;136507;TEKNO S.A. - INDUSTRIA E COMERCIO;515;12;7;379215;23.894000;553809;40.700000;933024;31.651000;2023-04-27
33.541.368/0001-16;2023-12-31;6;136210;CIA HIDRO ELÉTRICA DO SÃO FRANCISCO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-01-04
33.572.408/0001-97;2023-12-31;5;136586;RUMO MALHA CENTRAL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-11-11
33.592.510/0001-54;2023-12-31;22;137025;VALE S.A.;528853;15049;1193;4427123466;97.535000;12;100.000000;4427123478;97.535000;2023-04-28
33.611.500/0001-19;2023-12-31;13;138034;GERDAU S.A.;270656;3585;1350;17679115;2.453000;1246339197;89.804000;1264018312;59.949000;2024-04-16
33.839.910/0001-11;2023-12-31;10;136574;VIVARA PARTICIPAÇÕES S.A.;39571;145;798;125823025;53.270000;0;0.000000;125823025;53.270000;2023-04-27
33.938.119/0001-69;2023-12-31;5;137821;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;142;11;6;417891;0.161000;0;0.000000;417891;0.161000;2023-04-28
33.958.695/0001-78;2023-12-31;15;135966;UNIPAR CARBOCLORO S.A.;82389;850;42;10328833;25.861000;52603104;70.775000;62931937;55.076000;2023-04-20
34.169.557/0001-72;2023-12-31;4;130647;BCO MERCANTIL DE INVESTIMENTOS S.A.;2120;355;4;83586;2.031000;324787;45.728000;408373;8.463000;2023-07-10
34.274.233/0001-02;2023-12-31;22;138000;VIBRA ENERGIA S/A;74571;426;996;1114613709;99.608000;0;0.000000;1114613709;99.608000;2023-04-27
35.522.178/0001-87;2023-12-31;2;133348;CIA SECURITIZADORA DE CRED. FIN. CARTÕES CONSIGNADOS II;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-09-16
35.593.905/0001-05;2023-12-31;7;135936;CONCESSIONÁRIA ECOVIAS DO CERRADO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-16
35.727.157/0001-06;2023-12-31;3;137551;EZ INC INCORPORAÇÕES COMERCIAIS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-04-25
35.791.391/0001-94;2023-12-31;9;138043;QUALITY SOFTWARE S.A.;7;1;1;0;0.000000;0;0.000000;0;0.000000;2023-04-30
35.822.503/0001-27;2023-12-31;6;138054;INSPIRALI EDUCAÇÃO S.A.;0;1;1;0;0.000000;0;0.000000;0;0.000000;2022-03-31
35.980.592/0001-30;2023-12-31;1;128158;ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.;0;1;0;74720161;100.000000;0;0.000000;74720161;100.000000;2022-01-19
36.146.575/0001-64;2023-12-31;3;128330;EIXO SP CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
36.542.025/0001-64;2023-12-31;5;134174;BRQ SOLUCOES EM INFORMATICA S.A.;16;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-19
36.763.716/0001-98;2023-12-31;4;140333;CONCESSIONÁRIA CATARINENSE DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-12
37.663.076/0001-07;2023-12-31;15;137741;AES BRASIL ENERGIA S.A.;209292;674;312;317103937;52.681000;0;0.000000;317103937;52.681000;2023-04-27
37.702.340/0001-74;2023-12-31;2;130746;MONTE RODOVIAS S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-07-09
38.042.694/0001-00;2023-12-31;3;133164;TRAVESSIA SECURITIZADORA DE CRÉDITOS FINANCEIROS S.A.;1;1;0;500;100.000000;0;0.000000;500;100.000000;2020-07-03
38.199.406/0001-18;2023-12-31;2;133614;RIO ALTO ENERGIAS RENOVÁVEIS S.A.;2;0;0;0;0.000000;0;0.000000;0;0.000000;2023-12-14
38.307.135/0001-77;2023-12-31;4;135507;G2D INVESTMENTS, LTD.;10992;114;54;30080393;26.144000;0;0.000000;30080393;26.144000;2022-05-11
38.456.921/0001-36;2023-12-31;14;136778;INFRACOMMERCE CXAAS S.A.;20422;87;136;524213012;82.232000;0;0.000000;524213012;82.232000;2024-04-30
38.482.780/0001-26;2023-12-31;4;134652;ANEMUS WIND HOLDING S.A.;0;3;0;0;0.000000;0;0.000000;0;0.000000;2023-07-13
39.115.514/0001-28;2023-12-31;4;136587;RUMO MALHA OESTE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-30
39.346.861/0350-38;2023-12-31;7;137657;CENCOSUD BRASIL COMERCIAL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
39.580.673/0001-01;2023-12-31;6;137846;BRK AMBIENTAL - REGIÃO METROPOLITANA DE MACEIÓ S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-03-31
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;124;213;1;43167;0.455000;56817;39.038000;99984;1.038000;2023-05-04
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;0;1;3;889109056;48.476000;0;0.000000;889109056;48.476000;2021-11-08
40.180.943/0001-68;2023-12-31;3;131377;REFINARIA DE MANAUS S.A.;3;0;0;0;0.000000;0;0.000000;0;0.000000;2023-09-30
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-06-30
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;4557;24;73;52520370;54.580000;0;0.000000;52520370;54.580000;2024-04-26
40.480.481/0001-02;2023-12-31;1;129132;RIO ALTO STL HOLDING I S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-31
40.593.395/0001-06;2023-12-31;3;128889;IFIN PARTICIPAÇÕES S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-31
40.997.635/0001-20;2023-12-31;4;133166;PORTO DE VITORIA COMPANHIA SECURITIZADORA DE CREDITOS FINANC;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-19
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;15;5;0;213600847;17.948000;427201688;37.443000;640802535;27.490000;2022-04-28
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;1;0;1;0;0.000000;49483963;100.000000;49483963;23.968000;2023-02-08
41.335.131/0001-07;2023-12-31;1;128430;MOTTU I S.A;0;1;0;13626598;100.000000;0;0.000000;13626598;100.000000;2022-12-20
41.508.382/0001-46;2023-12-31;3;136191;RODOVIAS DO BRASIL HOLDING S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-07-22
41.570.356/0001-48;2023-12-31;10;133426;VRENTAL LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS S.A.;6;1;1;10322303;32.898000;0;0.000000;10322303;32.898000;2023-04-27
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;0;2;0;300000000;100.000000;0;0.000000;300000000;100.000000;2023-05-14
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;63709;3415;198;12906179;2.857000;265867190;76.943000;278773369;34.969000;2024-04-29
42.233.757/0001-75;2023-12-31;1;128045;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-25
42.278.291/0001-24;2023-12-31;10;137740;LOG-IN LOGISTICA INTERMODAL S.A.;5836;83;125;26243392;24.456000;0;0.000000;26243392;24.456000;2023-04-18
42.278.473/0001-03;2023-12-31;9;137096;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;83284;392;72;75273443;47.073000;0;0.000000;75273443;47.073000;2023-04-28
42.292.007/0001-74;2023-12-31;7;137083;RIO+ SANEAMENTO BL 3 S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
42.310.775/0001-03;2023-12-31;10;134152;ÁGUAS DO RIO 1 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-11-29
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;1052;14;0;1919693;12.918000;0;0.000000;1919693;12.918000;2023-04-28
42.353.180/0001-35;2023-12-31;6;135470;IGUÁ RIO DE JANEIRO S.A.;0;1;0;510001000;91.071000;0;0.000000;510001000;91.071000;2022-02-07
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;8612;98;312;334702211;53.748000;0;0.000000;334702211;53.748000;2023-04-28
42.644.220/0001-06;2023-12-31;10;134153;ÁGUAS DO RIO 4 SPE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-11-29
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;139438;541;378;321953435;73.339000;0;0.000000;321953435;73.339000;2023-04-28
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;4265;26;154;7317279;6.186000;0;0.000000;7317279;6.186000;2023-12-29
43.185.362/0001-07;2023-12-31;1;127680;IGB ELETRONICA S.A - EM RECUPERACAO JUDICIAL;1834;19;0;1250496;100.000000;0;0.000000;1250496;100.000000;2020-07-31
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;2;0;0;0;0.000000;0;0.000000;0;0.000000;2020-09-30
43.335.774/0001-86;2023-12-31;3;133168;TRAVESSIA SECURITIZADORA DE CRÉDITOS MERCANTIS VI S.A.;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-18
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;20768;78;211;191840882;95.920000;0;0.000000;191840882;95.920000;2023-04-28
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;8;1;0;0;0.000000;0;0.000000;0;0.000000;2023-08-23
43.514.079/0001-81;2023-12-31;7;136167;CLI SUL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;31775;1812;261;340001799;49.744000;0;0.000000;340001799;49.744000;2023-04-28
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;79;4;0;0;0.000000;0;0.000000;0;0.000000;2023-04-25
44.067.725/0001-72;2023-12-31;3;132608;VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-18
44.319.688/0001-42;2023-12-31;2;135949;CONCESSIONÁRIA DO SISTEMA RODOVIÁRIO RIO-SÃO PAULO S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
44.854.238/0001-50;2023-12-31;3;135504;PARSAN S.A.;0;6;0;0;0.000000;0;0.000000;0;0.000000;2024-01-08
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;38958;162;219;103292235;33.510000;0;0.000000;103292235;33.510000;2023-04-28
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;4717;201;182;53869719;34.819000;0;0.000000;53869719;34.819000;2024-04-25
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;11176;129;78;87499778;70.671000;0;0.000000;87499778;70.671000;2023-04-27
45.456.117/0001-12;2023-12-31;4;133995;ÁGUAS DO SERTÃO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-02-13
45.736.131/0001-70;2023-12-31;7;133354;UNIDAS LOCADORA S.A.;0;0;1;0;0.000000;0;0.000000;0;0.000000;2023-07-01
45.987.245/0001-92;2023-12-31;9;136700;BAHEMA EDUCAÇÃO S.A.;1020;41;18;7195805;27.267000;0;0.000000;7195805;27.267000;2023-04-28
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;2;4;0;50115;0.008000;0;0.000000;50115;0.008000;2022-04-29
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;49614;852;857;159430826;59.018000;0;0.000000;159430826;59.018000;2023-04-26
47.509.120/0001-82;2023-12-31;8;137003;BRADESCO LEASING S.A. ARREND MERCANTIL;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
47.586.663/0001-01;2023-12-31;2;128487;NOVA SOCIEDADE DE NAVEGAÇÃO S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-09-22
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;651826;1610;888;3517574129;47.599000;0;0.000000;3517574129;47.599000;2024-03-21
48.344.725/0007-19;2023-12-31;1;127742;ALTHAIA S.A. INDÚSTRIA FARMACÊUTICA;19;1;0;0;0.000000;0;0.000000;0;0.000000;2021-08-27
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;33480;212;51;65595478;48.970000;0;0.000000;65595478;48.970000;2023-04-28
49.314.049/0001-08;2023-12-31;2;135346;CONCESSIONÁRIA DE RODOVIAS NOROESTE PAULISTA S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2024-02-22
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;9468;53;38;110073469;96.555000;0;0.000000;110073469;96.555000;2023-09-29
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A.;10606;45;3;137615317;100.000000;122894461;100.000000;260509778;100.000000;2023-03-31
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;124208;852;1097;1168966848;62.376000;0;0.000000;1168966848;62.376000;2023-04-27
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;12458;64;172;95400547;34.735000;0;0.000000;95400547;34.735000;2023-04-25
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;428;8;1;3253400;24.564000;0;0.000000;3253400;24.564000;2023-04-28
51.218.147/0001-93;2023-12-31;2;128182;IGUATEMI EMPRESA DE SHOPPING CENTERS S.A;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-20
51.466.860/0001-56;2023-03-31;7;129782;SAO MARTINHO S.A.;13040;129;638;143294210;40.477295;0;0.000000;143294210;40.477295;2022-07-29
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;1105;18;0;4970927;40.006000;0;0.000000;4970927;40.006000;2024-04-30
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-09-29
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;6806;36;129;63191829;22.062000;0;0.000000;63191829;22.062000;2023-04-26
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;39157;316;1115;540206440;87.528000;0;0.000000;540206440;87.528000;2024-04-23
56.444.250/0001-75;2023-12-31;1;127609;HAUSCENTER SA;3;1;0;2327;100.000000;0;0.000000;2327;100.000000;2020-06-12
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;6001;25;117;588537;1.883000;51230041;83.489000;51818578;55.948000;2023-04-26
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;51223;66;248;49889207;53.546000;0;0.000000;49889207;53.546000;2024-03-26
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;461;21;1;100044;22.000000;0;0.000000;100044;22.000000;2023-04-28
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;42362;196;309;257037168;46.523000;0;0.000000;257037168;46.523000;2024-04-03
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;17431;69;303;29830740;16.629000;0;0.000000;29830740;16.629000;2023-04-19
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;10658;42;20;8197233;0.797000;20503796;4.325000;28701029;1.910000;2023-04-27
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;72434;857;263;2;0.000000;327696379;53.229000;327696381;25.738000;2023-04-28
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;3784;11;103;0;0.000000;53747151;74.656000;53747151;5.662000;2024-04-26
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;25893;107;139;476128588;58.026000;0;0.000000;476128588;58.026000;2023-07-27
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;11;2;0;0;0.000000;0;0.000000;0;0.000000;2023-09-01
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;8;1;0;0;0.000000;0;0.000000;0;0.000000;2022-03-30
60.398.369/0004-79;2023-12-31;9;137060;PARANAPANEMA S.A. - EM RECUPERAÇÃO JUDICIAL;23102;188;20;56607699;100.000000;0;0.000000;56607699;100.000000;2023-04-19
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
60.476.884/0001-87;2023-12-31;15;137603;MAHLE-METAL LEVE S.A.;59270;414;195;52865876;39.004000;0;0.000000;52865876;39.004000;2023-04-27
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;12300;98;0;321904;47.915000;8859819;98.846000;9181723;95.295000;2023-04-28
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;5853;40;42;88646537;40.846000;0;0.000000;88646537;40.846000;2023-04-26
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;53340;1325;46;238298510;30.362000;435244276;99.140000;673542786;55.034000;2023-04-20
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;23;2;0;0;0.000000;0;0.000000;0;0.000000;2024-04-29
60.665.981/0001-18;2023-12-31;4;135803;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S.A.;2;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-25
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;257;22;3;329813;5.857000;425497;55.017000;755310;11.794000;2023-04-28
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;844391;34573;1129;1489259656;27.939000;5135772281;96.685000;6625031937;62.253000;2024-02-22
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;24892;2658;82;5554819;10.386000;10397128;29.606000;15951947;18.004000;2023-03-30
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;201462;237;874;240822651;44.011000;0;0.000000;240822651;44.011000;2023-04-28
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;959;18;14;253806;41.800000;977179;98.426000;1230985;76.937000;2023-04-28
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;513029;13414;1569;402586896;8.119000;4791715383;98.883000;5194302279;52.981000;2024-04-23
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;333;10;0;71121;1.074000;0;0.000000;71121;1.074000;2017-04-27
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;180139;1354;410;161021803;22.832000;515183652;94.043000;676205455;53.964000;2023-04-27
60.933.603/0001-78;2023-12-31;5;136998;CESP - CIA ENERGETICA DE SAO PAULO;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;445;9;0;453236;12.181000;0;0.000000;453236;12.181000;2022-04-28
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;1311;17;9;1547;0.075000;2833965;76.264000;2835512;49.030000;2022-04-26
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;4239;65;32;18988602;94.943000;0;0.000000;18988602;94.943000;2023-04-30
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;20123;840;196;23066124;6.794000;166460180;48.453000;189526304;27.747000;2024-04-26
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;2539;36;0;17667940;43.837000;61974046;99.508000;79641986;77.635000;2016-04-30
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;875;25;0;142160;5.276000;5388860;99.997000;5531020;68.424000;2023-04-27
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;3569;30;27;21069676;49.839000;0;0.000000;21069676;49.839000;2023-04-12
61.092.037/0001-81;2023-12-31;9;137774;ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL;24663;177;89;60677201;98.220000;0;0.000000;60677201;98.220000;2023-06-07
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;49666;384;404;130262282;84.740000;0;0.000000;130262282;84.740000;2023-04-28
61.156.931/0001-78;2023-12-31;2;129749;SIDERURGICA J. L. ALIPERTI S.A.;4;1;0;1334;21.344000;7832;63.443000;9166;49.293000;2022-04-29
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;79889;252;14;26868119;7.209000;133217443;63.275000;160085562;27.448000;2023-04-28
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;46225;192;39;31628685;46.127000;0;0.000000;31628685;46.127000;2023-10-03
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;1;2;0;0;0.000000;0;0.000000;0;0.000000;2023-12-28
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;19016;90;80;25959924;45.225000;74119128;67.131000;100079052;59.638000;2023-11-17
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;945;23;0;528480;10.785000;2889825;58.976000;3418305;34.881000;2023-04-28
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;37221;652;373;204466658;31.405000;0;0.000000;204466658;31.405000;2024-01-18
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;5974;47;247;146008342;19.395000;0;0.000000;146008342;19.395000;2024-05-10
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;936740;4044;0;1294957796;36.485000;5560910983;82.033000;6855868779;66.380000;2023-04-28
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;7476;3;0;51864504;2.458000;0;0.000000;51864504;2.458000;2023-04-26
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;53700;213;1481;1279770315;74.492000;0;0.000000;1279770315;74.492000;2024-04-17
61.695.227/0001-93;2023-12-31;10;137244;ELETROPAULO METROP. ELET. SAO PAULO S.A.;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-18
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;6051;98;8;163435;0.157000;975775;3.405000;1139210;0.860000;2023-04-26
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;2783;875;0;170215;2.024000;107515;79.045000;277730;3.251000;2023-04-27
62.070.362/0001-06;2023-12-31;7;135617;COMPANHIA DO METROPOLITANO DE SÃO PAULO - METRÔ;0;3;0;203203;2.401000;0;0.000000;203203;2.401000;2023-04-26
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;13882;70;6;235904;0.223000;52762493;50.527000;52998397;25.206000;2022-05-25
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;5;0;0;0;0.000000;0;0.000000;0;0.000000;2020-03-05
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-27
62.307.848/0001-15;2023-12-31;9;137951;BANCO RCI BRASIL S.A.;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;8316;161;56;45175512;12.392000;0;0.000000;45175512;12.392000;2024-05-10
64.904.295/0001-03;2023-02-28;6;128875;CAMIL ALIMENTOS S.A.;41831;118;90;99939997;28.554285;0;0.000000;99939997;28.554285;2023-02-27
