CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Sudeste;69;1040;199;628;21;3;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Sul;0;148;5;45;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Nordeste;0;262;85;844;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Sudeste;0;472;62;298;1;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Centro-Oeste;0;0;0;0;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Exterior;0;0;0;0;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Nordeste;0;1;0;0;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Norte;0;0;0;0;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Sudeste;12;259;33;122;0;1;1
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Sul;0;0;0;0;0;0;0
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Centro-Oeste;13;99;46;334;1;0;0
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Nordeste;32;527;243;1062;6;0;3
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Norte;29;349;146;673;1;0;0
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Sudeste;34;1403;306;699;1;0;13
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Sul;1;232;24;71;2;0;0
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Centro-Oeste;1;41;11;21;1;0;8
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Exterior;8;492;11;13;41;674;619
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Nordeste;0;110;71;82;2;0;22
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Norte;0;6;2;5;0;0;1
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Sudeste;211;3160;821;913;6;0;379
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Sul;8;234;21;31;1;0;22
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Centro-Oeste;3;154;43;355;1;0;5
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Nordeste;1;27;17;47;0;0;1
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Norte;0;1;0;21;0;0;0
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Sudeste;16;446;117;267;2;0;14
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Sul;0;87;11;15;0;0;3
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Centro-Oeste;13;444;146;647;5;0;6
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Exterior;0;0;0;0;0;0;0
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Nordeste;0;0;0;0;0;0;0
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Norte;0;3;2;1;0;0;0
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Sudeste;24;2043;385;987;11;0;5
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Sul;31;2621;183;732;14;0;11
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Centro-Oeste;0;0;0;0;0;0;0
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Exterior;0;0;0;0;0;0;0
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Nordeste;14;329;109;14256;2;3045;17880
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Norte;1;20;7;1458;0;5759;3932
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Sudeste;0;0;0;0;0;0;0
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Sul;0;0;0;0;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Centro-Oeste;0;0;0;0;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Exterior;0;0;0;0;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Nordeste;0;0;0;0;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Norte;27;306;136;627;1;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Sudeste;0;0;0;0;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Sul;0;0;0;0;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Exterior;0;0;0;0;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Nordeste;0;0;0;0;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Norte;0;0;0;0;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Sudeste;17;3420;376;778;1;0;603
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Sul;11;2131;182;431;1;0;379
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;3
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Nordeste;0;0;0;0;0;0;14
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Norte;0;0;0;0;0;0;3
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Sudeste;0;0;0;0;0;0;632
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Sul;0;0;0;0;0;0;63
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;3046
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Sudeste;0;0;0;0;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Centro-Oeste;2;5;1;3;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Exterior;0;6;0;0;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Nordeste;0;12;1;4;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Norte;0;1;0;1;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Sudeste;11;177;17;41;0;4;2
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Sul;0;40;3;6;0;1;1
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Centro-Oeste;0;0;0;0;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Exterior;0;0;0;0;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Nordeste;0;0;0;0;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Norte;0;0;0;0;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sudeste;15;146;24;94;1;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sul;0;0;0;0;0;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Centro-Oeste;10;84;21;125;0;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Exterior;0;0;0;0;0;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Nordeste;12;192;41;330;2;0;2
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Norte;2;58;11;126;0;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Sudeste;37;1796;226;1123;3;0;2
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Sul;5;468;25;165;0;0;1
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Centro-Oeste;3;44;17;81;0;2;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Exterior;0;0;0;0;0;0;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Nordeste;4;91;43;114;1;4;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Norte;1;18;6;28;0;3;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Sudeste;11;702;140;398;4;31;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Sul;2;139;13;50;1;2;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Centro-Oeste;0;0;0;0;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Exterior;0;0;0;0;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Nordeste;0;0;0;0;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Norte;0;0;0;0;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Sudeste;0;1;0;3;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Sul;0;0;0;0;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Centro-Oeste;0;0;0;0;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Exterior;0;0;0;0;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Nordeste;0;0;0;0;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Norte;0;0;0;0;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Sudeste;11;1323;82;648;3;0;6
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Sul;0;0;0;0;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Centro-Oeste;1;10;0;2;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Exterior;0;0;0;0;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Nordeste;0;7;0;2;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Norte;0;0;0;0;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Sudeste;15;815;35;109;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Sul;0;44;0;3;0;0;0
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Nordeste;0;0;0;0;0;0;32
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Norte;0;0;0;0;0;0;0
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Sudeste;0;0;0;0;0;0;269
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Sul;0;0;0;0;0;0;0
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Centro-Oeste;0;0;0;0;0;0;0
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Exterior;0;0;0;0;0;0;0
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Nordeste;0;0;0;0;0;0;0
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Norte;0;0;0;0;0;0;0
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Sudeste;0;49;5;8;0;0;14
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Sul;0;0;0;0;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Centro-Oeste;0;0;0;0;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Exterior;0;0;0;0;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Nordeste;0;0;0;0;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Norte;0;0;0;0;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Sudeste;4;133;41;125;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Sul;0;0;0;0;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Exterior;0;0;0;0;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Nordeste;0;23;3;28;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Norte;0;2;1;3;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Sudeste;3;753;233;637;0;0;28
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Sul;0;13;1;8;0;0;0
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Centro-Oeste;0;1;0;2;0;0;0
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Exterior;0;0;0;0;0;0;0
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Nordeste;0;0;0;0;0;0;0
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Norte;0;0;0;0;0;0;0
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Sudeste;14;466;80;256;3;0;103
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Sul;0;0;0;0;0;0;0
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Centro-Oeste;2;29;2;11;0;0;0
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Exterior;30;832;30;35;0;0;0
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Nordeste;0;8;0;1;0;0;0
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Norte;0;0;0;0;0;0;0
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Sudeste;158;3850;195;683;16;0;33
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Sul;0;79;0;5;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Centro-Oeste;0;0;0;0;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Exterior;0;0;0;0;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Nordeste;0;0;0;0;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Norte;0;0;0;0;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Sudeste;0;99;27;30;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Sul;0;0;0;0;0;0;0
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Centro-Oeste;0;3;0;5;0;0;5
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Exterior;0;0;0;0;0;0;0
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Nordeste;0;5;2;4;0;0;7
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Norte;0;0;0;1;0;0;0
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Sudeste;15;616;52;225;0;0;102
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Sul;0;44;1;3;0;0;1
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Centro-Oeste;0;5;0;5;0;0;0
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Exterior;1;4;0;0;0;0;0
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Nordeste;0;4;1;8;0;0;0
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Norte;0;10;5;6;0;0;0
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Sudeste;18;361;84;196;4;0;71
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;Sul;1;18;4;1;1;0;0
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Centro-Oeste;0;0;0;0;0;0;0
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Exterior;0;0;0;0;0;0;0
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Nordeste;0;0;0;0;0;0;0
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Norte;0;0;0;0;0;0;0
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Sudeste;6;821;114;307;5;0;221
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;Sul;1;784;27;41;2;0;241
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Nordeste;5;66;36;149;4;1;422
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Norte;0;0;0;0;0;0;0
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Sudeste;1;98;17;33;2;0;64
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;Sul;0;0;0;0;0;0;0
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Centro-Oeste;1;9;3;14;0;1;1
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Exterior;0;0;0;0;0;0;0
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Nordeste;61;560;303;979;26;12;81
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Norte;22;206;112;361;10;4;30
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Sudeste;199;1837;995;3209;86;40;265
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;Sul;11;99;54;173;5;2;14
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Centro-Oeste;7;63;17;44;0;0;0
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Exterior;0;0;0;0;0;0;0
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Nordeste;11;484;150;387;2;0;10
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Norte;2;126;33;263;2;0;3
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Sudeste;128;4310;478;1493;13;0;122
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;Sul;1;178;11;21;0;0;4
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Centro-Oeste;2;95;5;29;1;0;18
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Exterior;0;0;0;0;0;0;0
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Nordeste;38;1115;395;1372;8;0;462
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Norte;14;202;43;293;5;0;84
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Sudeste;517;19482;1781;7535;80;0;3590
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Sul;15;1102;30;125;2;0;242
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Centro-Oeste;0;3;0;4;0;0;0
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Exterior;0;0;0;0;0;0;0
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Nordeste;0;0;0;0;0;0;0
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Norte;0;0;0;0;0;0;0
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Sudeste;0;26;4;12;0;5;48
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;Sul;0;0;0;0;0;0;0
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Centro-Oeste;0;0;0;0;0;0;0
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Exterior;0;0;0;0;0;0;0
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Nordeste;0;0;0;0;0;0;0
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Norte;0;0;0;0;0;0;0
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Sudeste;0;7;0;0;0;0;1
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;Sul;0;0;0;0;0;0;0
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Centro-Oeste;66;988;222;1228;8;393;0
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;Exterior;0;0;0;0;0;0;0
