CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Sul;0;0;0;0;0;0;0
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Centro-Oeste;0;0;0;0;0;0;0
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Exterior;0;0;0;0;0;0;0
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Nordeste;0;0;0;1;0;0;0
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Norte;0;0;0;0;0;0;0
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Sudeste;7;588;518;2577;8;2;0
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Sul;0;0;0;1;0;0;0
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Centro-Oeste;0;0;0;0;0;0;0
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Exterior;0;0;0;0;0;0;0
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Nordeste;0;0;0;0;0;0;0
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Norte;0;0;0;0;0;0;0
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Sudeste;115;3949;1222;4355;24;0;525
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Sul;0;0;0;0;0;0;0
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Centro-Oeste;0;103;7;181;0;17;0
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Exterior;30;628;363;0;0;992;0
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Nordeste;0;30;0;38;0;1;0
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Norte;0;0;0;0;0;0;0
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Sudeste;25;1598;212;3099;4;160;0
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Sul;1;63;12;136;0;17;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Centro-Oeste;3;117;2;32;0;0;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0;0;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Sudeste;1;18;0;2;0;0;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;0
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Centro-Oeste;0;0;0;0;0;0;0
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Exterior;0;0;0;0;0;0;0
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Nordeste;0;3;8;52;0;0;0
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Norte;0;0;0;0;0;0;0
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Sudeste;24;674;438;1441;5;0;20
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Sul;0;0;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Centro-Oeste;0;0;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Exterior;0;0;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Nordeste;0;0;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Norte;0;0;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Sudeste;0;26;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Sul;0;0;0;0;0;0;0
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Centro-Oeste;0;0;0;0;0;0;16
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Exterior;0;0;0;0;0;0;0
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Nordeste;0;0;0;0;0;0;16
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Norte;0;0;0;0;0;0;4
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Sudeste;0;0;0;0;0;0;330
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Sul;0;0;0;0;0;0;19
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Centro-Oeste;5;89;42;149;4;0;273
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Nordeste;5;75;48;164;1;0;326
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Norte;4;13;14;58;0;0;52
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Sudeste;17;793;278;726;9;2;3451
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Sul;3;226;48;109;1;0;328
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Centro-Oeste;0;8;2;3;0;0;0
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Exterior;0;0;0;0;0;0;0
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Nordeste;0;0;0;1;0;0;0
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Norte;0;0;0;0;0;0;0
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Sudeste;0;25;3;7;0;0;0
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Sul;0;0;0;0;0;0;0
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Centro-Oeste;0;0;0;0;0;0;0
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Exterior;0;0;0;0;0;0;0
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Nordeste;1;229;158;1710;0;0;14
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Norte;0;3;5;11;1;0;19
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Sudeste;9;658;329;2210;2;0;284
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Sul;0;47;16;117;0;0;1
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Centro-Oeste;17;239;18;94;0;0;6
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Nordeste;0;0;0;0;0;0;0
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Norte;0;0;0;0;0;0;0
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Sudeste;38;385;16;73;0;0;3
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Sul;0;72;0;13;0;0;1
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Centro-Oeste;5;68;14;367;1;0;5
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Exterior;0;0;0;0;0;0;0
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Nordeste;0;10;2;49;0;0;0
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Norte;4;58;34;462;4;0;5
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Sudeste;89;1780;577;3870;3;0;31
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Sul;1;16;0;28;0;0;1
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Centro-Oeste;0;0;0;0;0;0;0
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Exterior;0;0;0;0;0;0;0
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Nordeste;0;0;0;0;0;0;0
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Norte;0;0;0;0;0;0;0
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Sudeste;27;528;181;425;5;0;16
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Sul;0;0;0;0;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Centro-Oeste;5;165;35;608;0;0;15
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Exterior;0;0;0;0;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Nordeste;0;0;0;0;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Norte;0;0;0;0;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Sudeste;0;0;0;0;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Sul;0;0;0;0;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Centro-Oeste;0;0;0;0;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Exterior;0;0;0;0;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Nordeste;0;0;0;0;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Norte;0;0;0;0;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Sudeste;1;888;262;164;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Sul;0;0;0;0;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0;0;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0;0;6903
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Sudeste;0;0;0;0;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;0
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Centro-Oeste;0;10;1;6;0;0;2
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Exterior;0;0;0;0;0;0;0
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Nordeste;3;9;0;5;0;0;0
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Norte;0;0;0;1;0;0;0
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Sudeste;18;658;101;283;30;0;90
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Sul;0;56;2;17;1;0;12
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Centro-Oeste;0;31;0;1;0;0;0
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Exterior;0;0;0;0;0;0;79
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Nordeste;0;15;1;2;0;0;1
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Norte;0;16;1;3;0;0;2
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Sudeste;2;797;73;75;0;0;12
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Sul;0;45;0;1;0;0;2
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Centro-Oeste;9;404;55;265;2;3;0
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Exterior;0;0;0;0;0;0;0
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Nordeste;11;396;119;499;4;0;0
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Norte;5;161;35;288;1;0;0
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Sudeste;5;397;67;238;1;0;0
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Sul;32;6253;162;670;9;86;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Centro-Oeste;0;0;0;0;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Exterior;0;0;0;0;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Nordeste;0;1;0;0;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Norte;0;0;0;0;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Sudeste;0;216;15;67;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Sul;0;7;0;2;0;0;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Centro-Oeste;25;458;61;309;1;19;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Nordeste;0;12;3;8;0;0;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Norte;5;71;8;66;0;0;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Sudeste;10;518;19;126;2;10;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Sul;10;685;51;122;0;28;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Centro-Oeste;0;0;0;0;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Exterior;0;0;0;0;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Nordeste;0;0;0;0;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Norte;0;0;0;0;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Sudeste;0;9;0;3;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Sul;0;0;0;0;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Centro-Oeste;0;0;0;0;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Exterior;0;0;0;0;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Nordeste;0;0;0;0;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Norte;0;0;0;0;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Sudeste;11;508;144;806;0;47;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Sul;0;0;0;0;0;0;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Centro-Oeste;2;173;25;188;1;1;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Exterior;0;0;0;0;0;0;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Nordeste;17;217;65;392;1;2;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Norte;7;91;17;121;0;3;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Sudeste;40;2260;368;1488;5;4;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Sul;8;311;22;131;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Exterior;0;0;0;0;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Nordeste;0;0;0;0;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Norte;0;0;0;0;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Sudeste;2;44;1;10;0;0;1
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Sul;0;0;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Centro-Oeste;0;0;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Exterior;0;0;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Nordeste;0;0;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Norte;0;0;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Sudeste;1;5;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Sul;0;0;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Centro-Oeste;0;0;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Exterior;0;0;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Nordeste;0;0;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Norte;0;0;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Sudeste;1;5;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Sul;0;0;0;0;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Centro-Oeste;0;0;0;0;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Exterior;0;0;0;0;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Nordeste;0;0;0;0;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Norte;0;0;0;0;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Sudeste;1;96;12;46;0;0;1
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Sul;0;0;0;0;0;0;0
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Centro-Oeste;0;0;0;0;0;0;206
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Exterior;0;0;0;0;0;0;0
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Nordeste;0;0;0;0;0;0;264
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Norte;0;0;0;0;0;0;0
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Sudeste;0;0;0;0;0;0;963
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Sul;0;0;0;0;0;0;78
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Centro-Oeste;5;75;4;38;1;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Exterior;0;0;0;0;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Nordeste;0;0;0;0;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Norte;0;0;0;0;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Sudeste;2;3;0;1;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Sul;0;0;0;0;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Centro-Oeste;0;0;0;0;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Exterior;0;0;0;0;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Nordeste;0;0;0;0;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Norte;0;0;0;0;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Sudeste;0;11;0;0;0;0;1
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Sul;0;0;0;0;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Centro-Oeste;0;0;0;0;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Exterior;0;0;0;0;0;0;33430
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Nordeste;0;0;0;0;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Norte;0;0;0;0;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Sudeste;0;0;0;0;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Sul;0;0;0;0;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Centro-Oeste;0;0;0;0;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Exterior;0;0;0;0;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Nordeste;0;0;0;0;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Norte;0;0;0;0;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Sudeste;0;0;0;0;0;0;1009
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Sul;0;0;0;0;0;0;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Centro-Oeste;5;280;38;217;2;2;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Exterior;0;0;0;0;0;0;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Nordeste;0;18;3;37;1;0;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Norte;1;35;5;24;1;0;0
